"id","preco_previsto"
1.42e+38,107020.347083561
1.73e+38,100839.586639705
1.56e+38,126786.114906695
8.6e+37,111154.190850009
2.29e+38,59625.4258976031
2.49e+38,97372.7128425826
8.35e+37,131155.318469855
1.81e+38,78446.4700045798
2.59e+38,138795.098589512
1.21e+38,337235.351334259
2.41e+38,339328.856416724
5.31e+37,91128.2700737506
1.72e+38,213829.040180015
2.02e+38,133075.236800396
8.41e+37,140444.018754159
3.28e+38,231369.630271402
1.72e+37,261857.571763187
1.92e+38,84233.039750754
1.8e+38,262490.198234616
2.54e+38,64178.1379799821
8.2e+37,125493.30718888
3.34e+38,138849.483264118
3.14e+38,123486.998599743
2.16e+38,87315.8904584575
3.24e+38,118117.523782021
2.13e+37,91103.081209709
1.86e+38,234217.971652323
1.19e+38,78638.1738704183
1.78e+38,145849.344991651
1.41e+37,248457.694334221
3.26e+38,157904.337859314
3.39e+38,106271.326782413
2.45e+38,142748.401114064
3.99e+36,90469.0598895518
1.78e+38,114852.743057007
3.07e+38,70601.2824026569
3.35e+38,130377.055338467
2.03e+38,80494.1763459401
1.34e+38,101385.962969945
6.54e+36,301233.209759985
2.03e+38,85098.6674990421
3.94e+37,369516.339784431
3.33e+38,158347.615717704
2.16e+38,66776.2270283768
2.94e+38,85925.9178867118
2.49e+38,136646.077966892
2.28e+38,56121.5111056544
1.58e+38,129538.196681214
2.97e+38,110270.866459122
8.71e+37,72937.0283893553
2e+38,74158.9351307254
1.02e+38,116602.305184448
2.38e+38,123302.981243095
3.1e+37,119277.804064842
1.26e+38,79952.2098682009
3.17e+38,240062.14640549
5.29e+37,160223.519827467
8.7e+37,123801.219103755
1.14e+38,55683.9605250184
4.95e+37,130556.70787763
1.55e+37,152405.647348142
3.07e+38,81475.3342005586
2.28e+38,136104.639951151
2.87e+38,220003.783683217
8.99e+37,227399.475904528
1.58e+38,137280.140402202
2.11e+38,135467.094984642
9.53e+36,80162.194854252
3.62e+37,137530.933091027
2.34e+38,116555.849370846
2.8e+38,114520.270847521
2.07e+38,64522.3957001982
3.39e+38,105338.498103298
2.05e+38,213804.029273853
9.09e+37,234333.661064113
2.75e+38,223475.308064832
1.36e+38,37583.5598988423
1.65e+37,81228.11168224
1.55e+38,230231.999933864
2.76e+38,72817.9225093001
6.05e+37,104174.870564037
5.56e+37,127396.168440008
2.54e+38,112226.803640224
3.14e+38,187991.532263684
1.9e+38,148765.127376145
2.38e+37,154034.226177887
2.02e+38,91942.0987217694
1.04e+38,252021.631465345
1.18e+38,242509.833154304
2.55e+38,68855.942306002
2.06e+38,74137.0384280081
2.72e+38,123813.205588488
8.35e+37,216167.043462511
2e+38,120975.703926162
3.55e+37,149160.947793941
1.37e+38,88947.6990906861
1.46e+37,340474.089383662
1.75e+38,104013.265185451
1.72e+38,66754.4286270105
5.58e+36,262444.758354015
1.11e+37,397689.230819313
2.78e+38,341102.442430861
1.27e+38,52755.0792726268
3.03e+38,83425.3386346476
3.39e+38,46591.3584367973
2.53e+38,125252.812540681
1.08e+38,119770.638328771
2.03e+38,166442.840524699
1.98e+38,140051.66245751
2.87e+38,75552.1372164922
1.44e+38,152867.827674954
7.82e+37,123487.520579933
7.15e+37,36893.1024921522
1.24e+38,86668.0047882669
1.65e+38,180480.192462261
1.65e+38,87696.3894148591
1.01e+38,119088.148512922
1.41e+38,52638.6561896996
5.15e+37,71335.5017780425
3.33e+38,83726.2976748571
8.02e+37,80017.4003004834
2.98e+38,195701.855427225
2.05e+38,117759.138276153
1.65e+38,126691.267018434
6.54e+37,69081.5383353478
1.25e+38,41730.56236389
2.81e+38,122490.760383029
7.28e+37,435490.612881368
1.45e+38,130432.720508066
1.09e+38,133084.165128099
6.7e+37,58732.1100889363
1.16e+38,343090.289363864
2.33e+38,130387.324235125
3.23e+38,82340.7484075143
1.9e+38,242762.672741457
2.79e+38,82096.9792833894
3.01e+38,137039.484435261
1.73e+38,158169.174999226
1.29e+38,117777.293218811
1.46e+38,95503.9097261888
1.3e+38,71363.8671673227
5.52e+37,120269.564142384
1.89e+38,60384.7843987601
6.87e+37,180749.83544358
1.44e+38,66196.3464981503
2.17e+38,51957.6501566855
2.86e+38,75449.8300867071
1.35e+38,121338.892716036
2.9e+36,93092.4891741028
2.35e+38,154081.305727967
2.96e+38,383117.159927751
2.13e+38,159694.054759701
4.48e+37,138575.402220711
2.5e+38,195977.029122439
1.88e+38,80345.9373253937
2.43e+38,131962.554962576
2.98e+38,242870.055271066
2.05e+37,165320.580402986
2.54e+38,136031.64234104
9.82e+37,95423.3172784055
1.41e+37,86158.9081316811
2.09e+38,89141.4954039127
2.98e+38,184537.434123956
2.59e+36,83048.0559828967
9.71e+36,88206.7392195384
4.3e+37,110988.647223759
3.32e+38,206543.376513301
2.85e+38,87641.7439974248
1.48e+38,100239.649069453
1.74e+38,181229.856543253
2.28e+37,85369.5238991792
1.63e+38,158797.924785474
7.96e+37,129224.052656497
1.81e+37,54533.2352912578
1.63e+38,231825.420285105
8.27e+37,132299.878213157
1.2e+38,125345.033958754
6.81e+37,164659.934134163
5.45e+37,127545.831590815
6.32e+37,157219.223084887
1.45e+38,85849.4356706396
3.36e+38,366702.43859931
8.03e+37,64587.6719744529
2.12e+38,130571.37148041
7.8e+37,205708.259850791
1.14e+38,128402.299403186
4.3e+36,123958.011490865
2.36e+37,48999.5585861645
4.04e+37,115974.780909652
9.06e+37,61497.6115843388
6.49e+37,137192.027485989
3.2e+38,153625.041782046
1.85e+38,97914.3581875091
1.98e+38,168613.301176622
2.91e+38,232462.257820602
2.52e+38,128479.08266467
1.62e+38,67838.9506951285
1.34e+38,83986.0706426359
2.37e+38,123875.664545166
2.21e+38,110361.380544707
1.25e+38,78756.5261528854
2.25e+38,85513.7309967569
1.03e+38,323014.114719169
3.35e+38,93100.5875942548
2.02e+38,85003.9896848984
2.95e+38,80324.0978491866
1.34e+38,104085.70894027
6.96e+37,90593.4482283121
1.51e+38,61592.5688214939
7.23e+37,85729.9146910882
1.5e+38,72293.3545151244
9.63e+37,236668.89333063
1.01e+38,134496.189214266
3.12e+37,128514.791795247
2.35e+37,90180.1939421007
1.19e+38,88018.2147342305
1.6e+38,234765.923405957
1.75e+38,62083.3758522061
2.62e+38,77006.441837577
1.29e+38,138600.707568672
2.33e+38,90811.1940587755
1.75e+38,143696.494029256
2.27e+38,114092.911531418
3.77e+37,130926.891263478
2.08e+38,154595.716919151
2.41e+38,137699.432879976
3.09e+38,165248.612433794
2.11e+38,121721.573218066
2.51e+38,73200.3455733708
3.26e+37,105765.946468612
1.86e+38,180963.638485604
2.79e+37,74951.5111601777
3.29e+38,158933.836299473
6.03e+37,113399.543990376
2.4e+38,181121.99572626
2.32e+38,116618.915114487
3.21e+38,100277.075913476
9.06e+37,83918.7859931775
2.77e+38,120113.283053577
3.56e+37,121589.367408698
2.72e+38,185709.740344276
1.38e+37,68391.4338864774
2.79e+38,81664.6476782134
3.21e+38,92697.8092351466
1.74e+38,94884.3684791478
1.83e+38,80098.5863222455
1.72e+38,129204.631852052
2.82e+38,86328.677717685
8.24e+37,119922.325492495
6.1e+37,57888.2277353774
9.64e+37,378835.369052685
3.12e+37,137234.588207738
2.46e+38,159390.996989874
2.37e+38,162796.769549828
3.34e+38,226503.429555198
3.06e+38,91368.9349372319
2.52e+38,63036.253613967
2.52e+38,211881.136712188
2.92e+38,133325.324255278
3.27e+38,83777.1101257606
2.44e+38,88333.3531369893
1.7e+38,139953.180775499
2.58e+38,162503.56932595
3.31e+38,79154.7448950014
2.31e+37,180486.108344532
4.3e+37,144295.355233779
6.33e+37,91110.067454771
2.97e+38,130124.606877214
3.03e+38,69046.1499886377
3.23e+38,81109.2113551953
4.85e+37,166716.313295806
7.51e+37,67452.4320468974
1.16e+38,138753.788406864
1.35e+38,228399.056396769
4.76e+37,138904.521741924
6.46e+36,111552.919301895
9.51e+37,84907.2487505787
2.88e+37,84664.6617104987
2.63e+38,194919.358539083
1.74e+38,335983.786975746
1.25e+38,253444.560387345
2.69e+38,140485.060026421
2.09e+38,69366.8158669584
1.39e+38,69961.3660256317
2.9e+37,130150.587200103
2.93e+38,87620.7134185495
2.72e+38,334844.908527233
3.08e+38,132898.837503165
1.14e+38,162119.860041526
8.54e+37,147193.909438956
1.03e+38,345678.731211529
3.15e+38,209387.022964037
2.39e+38,127412.341942791
7.67e+37,132726.868401513
2.64e+38,41542.6954602204
1.32e+38,187363.562042243
1.99e+38,81564.5906480869
1.6e+38,159232.011489545
2.4e+38,82957.3981079594
2.37e+37,111821.521538674
2.97e+38,72417.2207868353
1.97e+38,79535.666660953
1.81e+38,133606.470840688
1.2e+38,131972.851661253
6.95e+36,120314.614337269
6.31e+37,90599.3670317378
2.68e+38,129352.253833678
8.2e+36,88653.247231222
2.93e+38,87553.4616327668
1.98e+38,126565.781265691
2.41e+38,102855.408233834
2.48e+38,119083.538373516
2.03e+38,221627.200261685
2.93e+38,155508.573601338
1.02e+38,162462.304147222
2.05e+38,149551.59127355
1.64e+38,145246.60586191
3.14e+38,85172.4062225044
2.36e+38,127406.189078629
5.55e+37,125372.201383528
2.75e+38,227641.680663928
2.62e+38,72218.0990868843
2.25e+38,153353.162144249
2.05e+38,49263.6738263079
1.21e+38,126663.699854959
6.94e+37,181023.632235355
1.72e+38,73268.4146371657
9.37e+37,141754.063043849
3.37e+38,215535.257483512
2.23e+38,107674.021380649
1.88e+38,151535.562835971
2.97e+38,87604.1755274477
2.97e+38,68201.6171759015
6.27e+37,73188.3777807019
5.83e+36,89446.4413560919
2.64e+38,87094.9593676373
9.39e+37,89827.4921781396
1.88e+38,150457.233424569
7.72e+37,145611.94260493
9.32e+37,76706.7984073957
4.56e+37,219017.999012317
1.46e+38,98339.873148513
2.76e+38,257686.905435863
1.02e+38,123904.959059269
3.24e+38,121012.811655716
2.41e+38,129148.078927595
1.73e+38,134976.64938691
2.11e+38,73046.1338279287
1.28e+38,128549.746927036
5.53e+37,80425.1180247869
4.89e+37,206787.993674106
9.82e+37,59595.9682623654
1.46e+37,142605.052109378
1.68e+38,117824.435444529
2.81e+38,116110.705188921
3.17e+38,145233.632868721
1.12e+38,130031.783944267
2.17e+37,204232.998931754
1.8e+38,221380.784966037
2.57e+38,120758.158861699
2.28e+37,236024.218749537
1.53e+38,233274.04371521
6.8e+37,131917.80615867
5.47e+37,134081.747883937
9.07e+37,124888.156751373
7.48e+37,87161.6400631431
1.14e+38,189394.007654577
3.09e+37,91086.9581719602
2.87e+38,135009.260804484
5.3e+37,256209.387975166
2.28e+38,112888.082286215
1.06e+38,86995.8167713769
1.36e+38,99406.1640265739
3.14e+38,133038.737974591
2.57e+38,124503.777082056
1.61e+38,81027.3952891897
1.93e+38,232095.538065724
4.51e+36,102537.876609366
2.41e+38,141841.07534432
3.33e+38,92362.5684723477
1.22e+36,86776.7202982214
1.77e+37,88555.1677804575
2.34e+38,89686.2441767822
2.94e+37,123905.927543793
1.23e+38,226489.29174222
6.76e+37,163511.807705443
3.36e+38,106869.816421961
7.1e+37,185766.248730052
1.51e+38,117675.85514371
1.47e+38,126412.717735872
2.55e+37,87490.9922606873
3.06e+38,80233.0056358605
2.33e+38,188512.657769783
1.04e+38,86790.4927071702
2.7e+38,84835.4195925482
1.53e+38,159166.969610042
2.3e+38,85613.9495355318
3.19e+38,81415.5256340645
1.46e+38,70218.6220052253
1.63e+38,75766.8005620425
2.53e+37,123379.769707795
5.56e+37,181854.807800761
4.92e+37,65887.649870666
2.32e+38,67477.9794586005
1.79e+38,208969.080521929
2.94e+37,144344.6895742
1.08e+38,95832.9203340345
1.21e+38,87544.9770212671
7.42e+36,144046.96230762
2.39e+38,83275.4557786018
2.03e+38,143789.630010135
1.67e+37,259402.187351117
1.48e+38,85922.40521645
1.28e+38,140174.932997505
1.68e+38,174838.077168268
1.84e+38,114795.67653502
1.69e+38,183537.799835139
1.3e+38,122843.471769319
3.32e+38,132057.968906555
8.76e+37,192237.137209121
2.31e+38,334768.090497819
2.67e+38,65192.0352752699
2e+38,213227.824229505
2.67e+38,76524.4717288827
1.68e+38,68176.1915156153
1.08e+38,107525.937315442
9.17e+36,135785.362767768
2.2e+38,85005.9854203203
8.54e+37,126829.604398381
1.08e+38,213169.310691179
1.38e+38,117248.62842671
1.09e+38,126428.585118896
4.81e+37,344558.360702484
2.33e+38,131140.070145639
1.13e+38,102405.891754397
9.38e+36,175584.268723205
3.15e+38,192390.170048697
3.13e+38,115351.209615602
2.84e+38,132775.912147899
1.92e+38,117355.791630265
1.06e+38,128817.696646958
2.62e+38,138648.616188074
2.56e+38,117826.54281776
1.14e+38,118133.353186852
3.02e+38,130229.188223373
9.24e+37,121629.174729082
1.59e+38,80698.4682630162
3.19e+38,338122.084543649
2.97e+38,187573.534677145
2e+38,84685.8899800718
2.23e+38,180815.939175356
3.24e+38,81367.7849420582
3.04e+38,129578.405942741
8.59e+37,181505.981563847
1.09e+38,202378.008470425
4.78e+37,80012.4539610101
2.63e+38,324255.066280074
8.57e+37,124013.086367978
2.98e+38,225902.899174111
9.54e+37,137183.92666793
1.23e+38,83215.625871874
6.18e+36,78927.4425557875
2.74e+38,137736.906283061
3.47e+37,220878.334189542
8.46e+37,242482.300532781
1.21e+38,85538.9483818359
1.77e+38,66032.7549375724
1.16e+38,82545.5719465784
3.4e+38,147428.743914737
1.12e+38,58087.823760966
1.51e+38,79475.2186113999
2.05e+38,238675.116163822
1.43e+38,32955.7579651316
2.22e+38,174508.236847251
1.85e+38,129437.673279125
2.48e+37,308142.681217773
1.7e+38,118133.140675202
8.96e+37,129411.79723843
1.33e+38,120807.406476911
2.09e+38,127892.469600716
2.99e+38,360105.562271182
9.21e+37,246299.228183271
2.26e+38,86631.1513218146
1.12e+38,118034.51972206
4.62e+37,119789.282819802
6.17e+37,176401.348406071
1.17e+38,91097.7402705323
1.63e+38,127819.368780029
1.83e+37,90559.0812371949
6.27e+37,308110.012456942
1.34e+38,320589.196304879
2.15e+37,43974.0343714276
1.98e+38,129800.662114333
2.19e+38,82997.045223595
1.93e+38,87692.3183993422
2.24e+38,77634.8698308717
1.52e+37,139610.082413342
1.31e+38,80648.9742358307
1.66e+38,127347.869442296
2.81e+38,82981.4236221862
5.02e+37,164425.313333682
4.39e+37,137067.628270319
3.38e+38,65723.1726280939
2.88e+38,132468.994405324
2.81e+38,87344.6398974133
2.58e+38,89773.1211376262
9.77e+36,214196.564683966
6.62e+37,192868.35862773
1.11e+38,130558.837076774
3.27e+38,237200.180922615
1.81e+38,133286.016124325
1.96e+38,110729.831871616
1.1e+37,156734.657650219
7.69e+37,81020.5722520734
5.51e+37,111596.930099745
7.68e+37,50043.1652861898
2.63e+38,80673.0623615243
1.08e+38,80283.7782806385
1.65e+38,124692.002861978
1.46e+38,167180.995016567
9e+37,91007.3944310349
3.2e+37,124965.657997606
5.81e+37,87038.7039046568
2.6e+38,301754.836323778
1.84e+38,93334.309803548
2.86e+38,85277.8968872748
2.51e+38,203254.004604437
3.03e+38,86806.5158320872
2.1e+38,124607.966641986
1.76e+38,80880.5608811272
3.05e+38,132011.882944153
3.06e+38,199355.431784944
1.78e+38,61724.2332960819
6.48e+37,67471.52711872
1.26e+38,82229.2883792937
4.56e+37,134975.055590311
2.9e+38,140915.136864716
2.32e+38,49238.347329577
1.91e+38,98279.0981806686
4.99e+37,222188.336478847
3.37e+38,88918.0171329997
4.04e+37,82169.1933162619
2.1e+38,116328.525404799
2.09e+38,82042.56647805
6.82e+37,132717.245724193
3.08e+38,258074.999565679
8.38e+36,87507.1988825903
1.67e+38,139270.870289838
1.21e+38,131643.013990545
8.89e+37,131445.195044297
2.62e+38,133861.919348036
1.37e+38,79145.2666012129
2.83e+38,70660.1614703155
3.12e+38,103133.332356625
1.2e+38,158016.79920918
2.57e+37,121370.292682994
1.93e+38,115854.104308263
1.51e+38,52225.0183648895
1.41e+38,95173.7570787552
1.66e+37,165138.933220975
2.16e+37,195032.178634954
2.44e+38,94419.2810308599
2.94e+38,320257.331034718
2.26e+38,158239.296381098
1.82e+38,140676.408089188
1.9e+38,127619.00062645
2.6e+38,124195.819542928
1.87e+38,210527.268639931
2.43e+37,79923.9340793754
2.06e+38,178044.515494746
2.41e+38,356844.409425568
9.87e+37,126674.066664421
1.26e+38,65317.1894473769
2.69e+38,138141.062606364
2.68e+38,238510.457312132
3.01e+38,114448.61377514
7.54e+37,145424.985906758
1.36e+38,217060.962466131
2.69e+38,76483.7674331768
1.37e+38,135554.672941331
2.37e+38,165560.621488658
1.23e+38,97811.067875933
3.14e+38,85081.692078845
3.15e+38,87102.8293629099
2.19e+38,160283.870519358
3.21e+38,143914.634491305
1.44e+38,139392.183322505
3.3e+37,155510.065260015
2.3e+38,106776.470028349
2.07e+38,138245.033692716
2.91e+38,133952.711090702
2.62e+38,139838.821436469
2.7e+38,62316.8437026382
4.55e+37,125721.028899475
1.16e+38,103976.841975419
8.91e+37,95544.8111820054
3.33e+38,87523.2988125811
1.49e+38,145098.52241183
2.49e+38,145334.867154279
7.39e+37,116592.221165728
5.36e+37,358612.013813707
2.26e+38,433288.563478451
4.28e+36,173743.577801137
1.18e+38,93093.5991186413
3.02e+38,267437.321768085
2.17e+38,206912.514598211
1.23e+38,83486.2510444471
2.38e+38,83393.4026239256
1.04e+38,77326.8295952112
7.65e+37,223901.129959922
2.41e+38,64961.7290875312
3.28e+38,72663.2644890972
2.28e+38,346788.083514857
1.6e+38,117456.65597188
2.21e+38,246142.718637996
6.03e+37,85510.6389407429
1.89e+38,87451.7193817685
5.77e+37,85622.2562797602
8.12e+37,253850.999829611
2.86e+38,80728.5620327165
9.24e+37,136467.691705514
3e+38,125828.303438959
1.74e+38,331138.560489064
2.05e+37,250456.58475016
3e+38,153757.062540992
3.15e+38,111864.729269846
8.72e+37,118962.929199924
1.97e+38,119543.258595938
1.48e+37,220960.530182748
6.84e+37,102365.380558547
6.91e+37,148106.737790506
3e+37,128916.805001777
2.93e+38,193810.727536664
1.7e+38,242263.507540151
2.83e+38,119881.593968454
1.46e+38,129952.816448104
2.16e+38,107235.993891716
1.08e+38,52604.8032180055
2.23e+38,94466.8690477702
2.27e+38,18110.3000809554
4.62e+37,88487.1659516111
3.05e+37,185770.537886023
6.22e+37,117468.434932726
1.72e+36,79634.5146052164
1.5e+37,94305.192526982
1.59e+38,131995.494510633
3.06e+37,248803.388916132
2.7e+38,221862.497490551
4.4e+37,173942.636159789
1.47e+37,82803.2240058595
9.36e+37,223701.140734072
1.95e+38,113446.184082259
1.69e+38,136601.467310662
3.06e+38,137693.936456882
5.92e+37,127855.441790771
3.12e+37,334376.139169711
2.98e+38,78410.1390132422
2.43e+38,49029.3621609288
2.31e+38,127917.832150042
9.81e+37,64401.2853844822
2.57e+38,66300.1622925905
7.92e+37,71158.4858168473
3.12e+38,129254.085317152
2.05e+38,129197.692106079
3.19e+38,141273.586811272
1.27e+38,134022.9963281
7.01e+37,132733.752894527
2.03e+38,71432.3587623094
1.76e+38,129151.06070444
4.7e+37,137044.936529663
2.77e+38,50612.5654319366
7.65e+37,111997.757109718
6.97e+37,248706.324627784
3.04e+38,246204.382633318
1.71e+38,87797.6324317207
3.28e+38,72461.4799688872
1.56e+38,125840.084271138
6.6e+37,80319.0579950525
1.31e+38,71127.3023658311
1.46e+38,116048.984079464
3.63e+37,344385.16367805
1.47e+38,86162.5660489251
3.21e+38,253815.36927086
3.26e+38,84497.0632088148
3.59e+37,168500.218970877
2.31e+38,80858.2278331544
1.6e+37,133195.622693012
2.59e+38,144224.81035895
2.28e+38,72328.193039657
2.82e+38,93084.7553062038
1.65e+38,200952.718483486
2.32e+38,111092.008334702
9.57e+36,260007.685124656
1.96e+38,322068.013022371
2.83e+38,117310.309658065
1.2e+38,188425.272801434
1.79e+38,139743.257395155
9.58e+37,136696.993809905
1.93e+38,104062.079920765
2.62e+38,125612.528492232
6.43e+37,116701.970972314
1.35e+38,120490.320715705
1.77e+37,145591.323397766
6.63e+37,104267.325224449
2.84e+38,71771.3035518573
3.21e+37,275924.467657233
1.3e+38,114251.001139038
2.83e+38,123807.686268556
2.98e+38,92467.2940988402
7.35e+37,140160.919597256
7.46e+37,134869.702988295
3.24e+38,74441.8148734882
6.38e+37,109689.074054546
2.93e+38,92247.7479675831
8.28e+37,119399.820701956
8.14e+37,130204.871940352
1.81e+38,150688.535574599
6.25e+37,65878.8558048024
1.31e+38,127528.957758751
1.9e+38,169475.15601009
1.77e+38,318669.22728599
3.11e+38,132745.034781145
2.15e+38,174289.982368638
2.4e+38,84271.1669213424
2.5e+38,115216.617681835
2.8e+38,68265.7842041491
9.74e+37,115653.943991493
1.22e+38,141668.724656955
9.92e+37,114985.918310091
1.95e+38,138531.157303992
2.73e+37,118643.78672957
1.07e+38,124547.589196458
1.62e+38,125770.009373124
1.78e+38,178303.847137644
1.02e+38,33223.6886011086
1.59e+38,119242.134748206
1.86e+37,136148.843308953
1.49e+38,121502.322866232
2.05e+38,101034.621414746
3.4e+38,84292.6380253542
2.39e+38,142460.784545428
1.52e+38,247335.174076484
3.38e+37,145330.848979147
7.94e+37,133160.206825221
6.22e+37,234402.879564775
3.03e+38,71236.3642102091
1.46e+38,69135.4949391951
8.97e+37,79118.9029922983
1.49e+38,125243.355836676
2.57e+38,91884.5854867577
1.57e+38,130000.712058279
2.17e+38,143483.545386016
6.46e+37,83664.417212771
2.83e+38,135368.170918684
1.05e+37,56731.9239776722
2.02e+38,56290.48180834
8.55e+37,120766.501094575
3.04e+38,131346.587760574
1.42e+38,86049.8765016955
6.04e+37,86975.0692181781
2.01e+38,226430.485040822
3.21e+38,118980.230111851
3.34e+38,143278.107321412
4.07e+37,122265.884986038
2.17e+38,168748.023707705
2.66e+38,210614.092214148
1.92e+38,86868.0600555039
9.48e+37,85006.5644202352
2.21e+38,70677.4049441438
1.02e+38,82096.3802416407
2.36e+37,83154.6732413183
2.77e+38,168752.239695841
3.38e+38,245182.571853871
2.51e+38,82348.9253845731
3.26e+38,314112.042335381
1.92e+38,91970.7970884194
2.36e+38,189339.865319278
2.62e+38,163095.799503872
1.89e+37,188029.839864718
3.23e+37,254268.734638489
3.25e+38,85157.3734019297
3.79e+37,148197.107534378
1.26e+38,71484.3859175706
2.03e+38,133690.031319607
2.43e+38,94399.3790266562
2.19e+38,125580.925101859
8.92e+37,228854.706214968
1.96e+38,157450.021795939
2.56e+38,92816.0631862557
2.38e+37,176807.769386605
1.63e+38,203051.208654781
1.9e+38,314086.202574911
2.64e+38,113622.299906804
2.14e+38,67200.0426218513
9.07e+37,165136.006594526
4.98e+37,85705.2848985594
2.87e+38,91971.1664761112
8.87e+37,132899.308603565
7.71e+37,135795.841412347
1.01e+37,35749.2990830602
2.76e+38,134487.914584078
3.01e+38,71234.7983572443
1.61e+38,145108.884719461
1.6e+37,120565.869012579
3.4e+38,81727.5732246303
8.18e+37,254088.537592188
4.53e+37,104551.710737615
1.75e+38,56642.1575445999
1.59e+38,83588.3312604565
3.15e+38,133113.595105403
2.71e+38,75763.1106992112
9.3e+37,279766.793256434
1.61e+38,339100.52243823
3.09e+38,75616.8654817939
1.58e+38,87298.5871407131
1.42e+38,174213.526167078
2.86e+38,77158.408885104
5.48e+37,81538.8775792705
2.94e+36,137607.659756688
1.02e+38,253485.358208993
2.07e+38,84997.2377877185
2.31e+38,122908.750763917
9.36e+37,64474.5399182186
7.91e+37,82881.1884034316
3.39e+38,217106.86641352
2.25e+38,86212.9501551378
2e+38,229346.73626611
2.05e+38,52742.9505241126
1.47e+37,93863.9892955831
1.19e+38,125173.731346427
2.16e+38,108532.299236805
3.17e+38,59166.3411246003
2.12e+38,122616.744681885
1.17e+38,113505.087578658
1.45e+38,95019.4615172937
8.26e+37,101166.511438511
9.86e+37,90521.737693814
8.38e+37,205078.201410967
2.33e+38,87093.9571801471
2.88e+38,116301.362088282
1.93e+38,89885.8121196662
1.23e+37,84738.5924354584
2.58e+38,100981.959675603
1.15e+38,113847.916115556
2.86e+38,146600.072128758
2.98e+38,124081.113911948
5.07e+37,84224.7733426011
1.86e+38,60613.4525156193
3.23e+38,244032.011108468
4.09e+37,124289.959699759
3.36e+38,148766.407082346
1.39e+38,82586.9010382333
4.6e+37,144493.179190853
6.62e+37,132766.459339259
2.96e+38,125704.281032382
1.68e+38,80837.2455668635
